premise	hypothesis	entailment	reasoning_type	function_name
Sonya is forced into movement.	Sonya is contained by movement.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is forced into movement.	movement is contained by Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is forced into movement.	Sonya is within movement.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is forced into movement.	movement is within Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is forced into movement.	Sonya is on the inside of movement.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is forced into movement.	movement is on the inside of Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is forced into silence.	Sonya is contained by silence.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is forced into silence.	silence is contained by Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is forced into silence.	Sonya is within silence.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is forced into silence.	silence is within Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is forced into silence.	Sonya is on the inside of silence.	contradiction	containment	gen_metaphor_action_into_movement
Sonya is forced into silence.	silence is on the inside of Sonya.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into crying.	Tom is contained by crying.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into crying.	crying is contained by Tom.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into crying.	Tom is within crying.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into crying.	crying is within Tom.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into crying.	Tom is on the inside of crying.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into crying.	crying is on the inside of Tom.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into action.	Tom is contained by action.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into action.	action is contained by Tom.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into action.	Tom is within action.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into action.	action is within Tom.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into action.	Tom is on the inside of action.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into action.	action is on the inside of Tom.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into movement.	Tom is contained by movement.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into movement.	movement is contained by Tom.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into movement.	Tom is within movement.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into movement.	movement is within Tom.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into movement.	Tom is on the inside of movement.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into movement.	movement is on the inside of Tom.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into silence.	Tom is contained by silence.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into silence.	silence is contained by Tom.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into silence.	Tom is within silence.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into silence.	silence is within Tom.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into silence.	Tom is on the inside of silence.	contradiction	containment	gen_metaphor_action_into_movement
Tom is spurred into silence.	silence is on the inside of Tom.	contradiction	containment	gen_metaphor_action_into_movement
Tom is moved into crying.	Tom is contained by crying.	contradiction	containment	gen_metaphor_action_into_movement
Tom is moved into crying.	crying is contained by Tom.	contradiction	containment	gen_metaphor_action_into_movement
Tom is moved into crying.	Tom is within crying.	contradiction	containment	gen_metaphor_action_into_movement
Tom is moved into crying.	crying is within Tom.	contradiction	containment	gen_metaphor_action_into_movement
Tom is moved into crying.	Tom is on the inside of crying.	contradiction	containment	gen_metaphor_action_into_movement
Tom is moved into crying.	crying is on the inside of Tom.	contradiction	containment	gen_metaphor_action_into_movement
Tom is moved into action.	Tom is contained by action.	contradiction	containment	gen_metaphor_action_into_movement
Tom is moved into action.	action is contained by Tom.	contradiction	containment	gen_metaphor_action_into_movement
Tom is moved into action.	Tom is within action.	contradiction	containment	gen_metaphor_action_into_movement
Tom is moved into action.	action is within Tom.	contradiction	containment	gen_metaphor_action_into_movement
Tom is moved into action.	Tom is on the inside of action.	contradiction	containment	gen_metaphor_action_into_movement
Tom is moved into action.	action is on the inside of Tom.	contradiction	containment	gen_metaphor_action_into_movement
Tom is moved into movement.	Tom is contained by movement.	contradiction	containment	gen_metaphor_action_into_movement
Tom is moved into movement.	movement is contained by Tom.	contradiction	containment	gen_metaphor_action_into_movement
Tom is moved into movement.	Tom is within movement.	contradiction	containment	gen_metaphor_action_into_movement
Tom is moved into movement.	movement is within Tom.	contradiction	containment	gen_metaphor_action_into_movement
Tom is moved into movement.	Tom is on the inside of movement.	contradiction	containment	gen_metaphor_action_into_movement
Tom is moved into movement.	movement is on the inside of Tom.	contradiction	containment	gen_metaphor_action_into_movement
Tom is moved into silence.	Tom is contained by silence.	contradiction	containment	gen_metaphor_action_into_movement
